TEMPERATURE,status,HUMIDITY,status,ONLINETIME
25.50,+,55.50,,2020/04/15 11:30:29,,
25.50,+,55.60,,2020/04/15 11:30:34,,
25.50,+,55.50,,2020/04/15 11:30:40,,
25.40,+,55.50,,2020/04/15 11:30:45,,
25.40,+,55.50,,2020/04/15 11:30:50,,
25.50,+,55.50,,2020/04/15 11:30:55,,
25.50,+,55.50,,2020/04/15 11:31:01,,
25.50,+,55.50,,2020/04/15 11:31:06,,
25.50,+,55.50,,2020/04/15 11:31:11,,
25.50,+,55.50,,2020/04/15 11:31:16,,
25.50,+,55.50,,2020/04/15 11:31:22,,
25.50,+,55.50,,2020/04/15 11:31:27,,
25.50,+,55.50,,2020/04/15 11:32:20,,
25.50,+,55.50,,2020/04/15 11:32:25,,
25.50,+,55.50,,2020/04/15 11:32:30,,
25.50,+,55.50,,2020/04/15 11:32:36,,
25.50,+,55.50,,2020/04/15 11:32:41,,
25.50,+,55.50,,2020/04/15 11:32:46,,
25.50,+,55.50,,2020/04/15 11:32:51,,
25.50,+,55.50,,2020/04/15 11:32:57,,
25.50,+,55.50,,2020/04/15 11:33:02,,
25.50,+,55.50,,2020/04/15 11:33:07,,
25.50,+,55.50,,2020/04/15 11:33:12,,
25.50,+,55.50,,2020/04/15 11:33:18,,
25.50,+,55.50,,2020/04/15 11:33:23,,
25.50,+,55.50,,2020/04/15 11:33:28,,
25.50,+,55.50,,2020/04/15 11:33:34,,
25.50,+,55.40,,2020/04/15 11:33:39,,
25.50,+,55.40,,2020/04/15 11:33:44,,
25.50,+,55.40,,2020/04/15 11:33:50,,
25.50,+,55.50,,2020/04/15 11:33:55,,
25.50,+,55.40,,2020/04/15 11:34:00,,
25.50,+,55.40,,2020/04/15 11:34:05,,
25.50,+,55.40,,2020/04/15 11:34:10,,
25.50,+,55.40,,2020/04/15 11:34:16,,
25.80,+,51.90,,2020/04/15 17:23:50,,
25.80,+,51.80,,2020/04/15 17:23:55,,
25.80,+,51.80,,2020/04/15 17:24:01,,
25.80,+,51.80,,2020/04/15 17:24:06,,
25.80,+,51.70,,2020/04/15 17:24:11,,
25.80,+,51.70,,2020/04/15 17:24:17,,
25.80,+,51.70,,2020/04/15 17:24:22,,
25.70,+,51.70,,2020/04/15 17:24:27,,
25.70,+,51.70,,2020/04/15 17:24:32,,
25.80,+,51.80,,2020/04/15 17:24:38,,
25.70,+,51.80,,2020/04/15 17:24:43,,
25.80,+,51.80,,2020/04/15 17:24:48,,
25.70,+,51.80,,2020/04/15 17:24:53,,
25.70,+,51.80,,2020/04/15 17:24:59,,
25.70,+,51.80,,2020/04/15 17:25:15,,
25.70,+,51.80,,2020/04/15 17:25:20,,
25.70,+,51.80,,2020/04/15 17:25:25,,
25.70,+,51.80,,2020/04/15 17:25:30,,
25.80,+,51.80,,2020/04/15 17:25:36,,
25.80,+,51.80,,2020/04/15 17:25:41,,
25.70,+,51.80,,2020/04/15 17:25:46,,
25.70,+,51.80,,2020/04/15 17:25:51,,
25.70,+,51.80,,2020/04/15 17:25:57,,
25.80,+,51.80,,2020/04/15 17:26:02,,
25.70,+,51.80,,2020/04/15 17:26:23,,
25.80,+,51.80,,2020/04/15 17:26:28,,
25.80,+,51.80,,2020/04/15 17:26:34,,
25.80,+,51.80,,2020/04/15 17:26:39,,
25.80,+,51.80,,2020/04/15 17:26:44,,
25.80,+,51.70,,2020/04/15 17:26:49,,
25.80,+,51.70,,2020/04/15 17:26:55,,
25.80,+,51.70,,2020/04/15 17:27:00,,
25.80,+,51.50,,2020/04/15 17:27:05,,
25.80,+,51.40,,2020/04/15 17:27:10,,
25.80,+,51.50,,2020/04/15 17:28:09,,
25.80,+,51.60,,2020/04/15 17:28:14,,
25.80,+,51.60,,2020/04/15 17:28:19,,
25.80,+,51.60,,2020/04/15 17:28:24,,
25.80,+,51.60,,2020/04/15 17:28:29,,
25.80,+,51.60,,2020/04/15 17:28:35,,
25.80,+,51.60,,2020/04/15 17:28:40,,
25.80,+,51.60,,2020/04/15 17:28:45,,
25.80,+,51.60,,2020/04/15 17:28:51,,
25.80,+,51.60,,2020/04/15 17:31:02,,
25.80,+,51.50,,2020/04/15 17:31:08,,
25.80,+,51.50,,2020/04/15 17:31:13,,
25.80,+,51.40,,2020/04/15 17:31:18,,
25.80,+,51.30,,2020/04/15 17:31:23,,
25.80,+,51.10,,2020/04/15 17:31:29,,
25.80,+,51.00,,2020/04/15 17:31:34,,
25.80,+,50.90,,2020/04/15 17:31:39,,
25.80,+,50.80,,2020/04/15 17:31:44,,
25.80,+,50.70,,2020/04/15 17:31:52,,
25.80,+,50.70,,2020/04/15 17:31:55,,
25.80,+,50.80,,2020/04/15 17:32:00,,
25.80,+,50.90,,2020/04/15 17:32:05,,
25.80,+,51.00,,2020/04/15 17:32:11,,
25.80,+,51.20,,2020/04/15 17:32:16,,
25.80,+,51.20,,2020/04/15 17:32:21,,
25.80,+,51.30,,2020/04/15 17:32:27,,
25.80,+,51.30,,2020/04/15 17:32:32,,
25.80,+,51.30,,2020/04/15 17:32:37,,
25.80,+,51.40,,2020/04/15 17:32:42,,
25.80,+,51.30,,2020/04/15 17:32:48,,
25.80,+,51.30,,2020/04/15 17:32:53,,
25.80,+,51.30,,2020/04/15 17:32:58,,
25.80,+,51.30,,2020/04/15 17:33:03,,
25.80,+,51.30,,2020/04/15 17:33:09,,
25.80,+,51.30,,2020/04/15 17:33:14,,
25.80,+,51.40,,2020/04/15 17:33:19,,
25.80,+,51.40,,2020/04/15 17:33:25,,
25.80,+,51.40,,2020/04/15 17:33:30,,
25.80,+,51.40,,2020/04/15 17:33:35,,
25.80,+,51.40,,2020/04/15 17:33:40,,
25.80,+,51.40,,2020/04/15 17:33:46,,
25.80,+,51.40,,2020/04/15 17:33:51,,
25.80,+,51.50,,2020/04/15 17:33:56,,
25.80,+,51.40,,2020/04/15 17:34:01,,
25.80,+,51.40,,2020/04/15 17:34:07,,
25.80,+,51.50,,2020/04/15 17:34:12,,
25.80,+,51.50,,2020/04/15 17:34:17,,
25.80,+,51.50,,2020/04/15 17:34:22,,
25.80,+,51.50,,2020/04/15 17:34:28,,
25.80,+,51.50,,2020/04/15 17:34:33,,
25.80,+,51.50,,2020/04/15 17:34:38,,
25.80,+,51.50,,2020/04/15 17:34:44,,
25.80,+,51.50,,2020/04/15 17:34:49,,
25.80,+,51.50,,2020/04/15 17:34:54,,
25.80,+,51.40,,2020/04/15 17:34:59,,
25.80,+,51.50,,2020/04/15 17:35:05,,
25.80,+,51.50,,2020/04/15 17:35:10,,
25.80,+,51.50,,2020/04/15 17:35:15,,
25.80,+,51.50,,2020/04/15 17:35:21,,
25.80,+,51.50,,2020/04/15 17:35:26,,
25.80,+,51.40,,2020/04/15 17:35:31,,
25.80,+,51.40,,2020/04/15 17:35:36,,
25.80,+,51.20,,2020/04/15 17:35:42,,
25.80,+,51.00,,2020/04/15 17:35:47,,
25.80,+,50.90,,2020/04/15 17:35:52,,
25.80,+,50.60,,2020/04/15 17:35:57,,
25.80,+,50.60,,2020/04/15 17:36:03,,
25.80,+,50.60,,2020/04/15 17:36:08,,
25.80,+,50.60,,2020/04/15 17:36:13,,
25.80,+,50.80,,2020/04/15 17:36:18,,
25.80,+,50.80,,2020/04/15 17:36:24,,
25.80,+,50.80,,2020/04/15 17:36:29,,
25.80,+,51.00,,2020/04/15 17:36:34,,
25.80,+,51.10,,2020/04/15 17:36:40,,
25.80,+,51.20,,2020/04/15 17:36:45,,
25.80,+,51.20,,2020/04/15 17:36:50,,
25.80,+,51.20,,2020/04/15 17:36:55,,
25.80,+,51.20,,2020/04/15 17:37:01,,
25.80,+,51.20,,2020/04/15 17:37:06,,
25.80,+,51.20,,2020/04/15 17:37:11,,
25.80,+,51.20,,2020/04/15 17:37:16,,
25.80,+,51.20,,2020/04/15 17:37:22,,
25.80,+,51.20,,2020/04/15 17:37:27,,
25.80,+,51.20,,2020/04/15 17:37:32,,
25.80,+,51.30,,2020/04/15 17:37:38,,
25.80,+,51.30,,2020/04/15 17:37:43,,
25.80,+,51.20,,2020/04/15 17:37:48,,
25.80,+,51.20,,2020/04/15 17:37:53,,
25.80,+,51.30,,2020/04/15 17:37:59,,
25.80,+,51.30,,2020/04/15 17:38:04,,
25.80,+,51.30,,2020/04/15 17:38:09,,
25.80,+,51.30,,2020/04/15 17:38:14,,
25.80,+,51.30,,2020/04/15 17:38:20,,
25.80,+,51.30,,2020/04/15 17:38:25,,
25.80,+,51.30,,2020/04/15 17:38:30,,
25.80,+,51.30,,2020/04/15 17:38:36,,
25.80,+,51.30,,2020/04/15 17:38:41,,
25.80,+,51.30,,2020/04/15 17:38:46,,
25.80,+,51.30,,2020/04/15 17:38:51,,
25.80,+,51.30,,2020/04/15 17:38:57,,
25.80,+,51.30,,2020/04/15 17:39:02,,
25.80,+,51.30,,2020/04/15 17:39:07,,
25.80,+,51.30,,2020/04/15 17:39:12,,
25.80,+,51.30,,2020/04/15 17:39:18,,
25.80,+,51.30,,2020/04/15 17:39:23,,
25.80,+,51.30,,2020/04/15 17:39:28,,
25.80,+,51.30,,2020/04/15 17:39:33,,
25.80,+,51.30,,2020/04/15 17:39:39,,
25.80,+,51.30,,2020/04/15 17:39:44,,
25.80,+,51.30,,2020/04/15 17:39:49,,
25.80,+,51.30,,2020/04/15 17:39:55,,
25.80,+,51.20,,2020/04/15 17:40:00,,
25.80,+,51.20,,2020/04/15 17:40:05,,
25.80,+,51.20,,2020/04/15 17:40:10,,
25.80,+,51.00,,2020/04/15 17:40:16,,
25.80,+,51.00,,2020/04/15 17:40:21,,
25.80,+,50.70,,2020/04/15 17:40:47,,
25.80,+,51.00,,2020/04/15 17:40:52,,
25.80,+,51.00,,2020/04/15 17:40:57,,
25.80,+,51.00,,2020/04/15 17:41:03,,
25.80,+,51.10,,2020/04/15 17:41:08,,
25.80,+,51.10,,2020/04/15 17:41:13,,
25.80,+,51.20,,2020/04/15 17:41:18,,
25.80,+,51.20,,2020/04/15 17:41:24,,
25.80,+,51.20,,2020/04/15 17:41:29,,
25.80,+,51.20,,2020/04/15 17:41:34,,
25.80,+,51.20,,2020/04/15 17:41:39,,
25.80,+,51.20,,2020/04/15 17:41:45,,
25.80,+,51.20,,2020/04/15 17:41:50,,
25.80,+,51.10,,2020/04/15 17:41:55,,
25.80,+,51.10,,2020/04/15 17:42:01,,
25.80,+,51.10,,2020/04/15 17:42:06,,
25.80,+,51.10,,2020/04/15 17:42:11,,
25.80,+,51.10,,2020/04/15 17:42:16,,
25.80,+,51.10,,2020/04/15 17:42:22,,
25.80,+,51.10,,2020/04/15 17:42:27,,
25.80,+,51.00,,2020/04/15 17:42:32,,
25.80,+,51.10,,2020/04/15 17:42:37,,
25.80,+,51.10,,2020/04/15 17:42:43,,
25.80,+,51.00,,2020/04/15 17:42:48,,
25.80,+,51.00,,2020/04/15 17:42:53,,
25.80,+,51.00,,2020/04/15 17:42:59,,
25.80,+,51.00,,2020/04/15 17:43:04,,
25.80,+,51.00,,2020/04/15 17:43:09,,
25.80,+,51.00,,2020/04/15 17:43:14,,
25.80,+,51.00,,2020/04/15 17:43:20,,
25.80,+,51.00,,2020/04/15 17:43:25,,
25.80,+,51.00,,2020/04/15 17:43:30,,
25.80,+,51.00,,2020/04/15 17:43:35,,
25.80,+,51.00,,2020/04/15 17:43:41,,
25.80,+,51.00,,2020/04/15 17:43:46,,
25.80,+,51.00,,2020/04/15 17:43:51,,
25.80,+,51.00,,2020/04/15 17:43:57,,
25.80,+,51.00,,2020/04/15 17:44:02,,
25.80,+,51.00,,2020/04/15 17:44:07,,
25.80,+,51.00,,2020/04/15 17:44:12,,
25.80,+,51.00,,2020/04/15 17:44:18,,
25.90,+,51.00,,2020/04/15 17:44:23,,
25.80,+,51.00,,2020/04/15 17:44:28,,
25.80,+,51.00,,2020/04/15 17:44:33,,
25.80,+,51.00,,2020/04/15 17:44:39,,
25.80,+,51.00,,2020/04/15 17:44:44,,
25.90,+,50.90,,2020/04/15 17:44:49,,
25.90,+,50.90,,2020/04/15 17:44:55,,
25.90,+,50.70,,2020/04/15 17:45:00,,
25.90,+,50.70,,2020/04/15 17:45:05,,
25.80,+,50.50,,2020/04/15 17:45:10,,
25.80,+,50.40,,2020/04/15 17:45:16,,
25.80,+,50.40,,2020/04/15 17:45:21,,
25.80,+,50.40,,2020/04/15 17:45:26,,
25.80,+,50.40,,2020/04/15 17:45:31,,
25.80,+,50.50,,2020/04/15 17:45:37,,
25.80,+,50.60,,2020/04/15 17:45:42,,
25.80,+,50.70,,2020/04/15 17:45:47,,
25.90,+,50.80,,2020/04/15 17:45:52,,
25.80,+,50.80,,2020/04/15 17:45:58,,
25.90,+,50.80,,2020/04/15 17:46:03,,
25.90,+,50.90,,2020/04/15 17:46:08,,
25.80,+,50.90,,2020/04/15 17:46:14,,
25.80,+,50.80,,2020/04/15 17:46:19,,
25.80,+,50.80,,2020/04/15 17:46:24,,
25.80,+,50.90,,2020/04/15 17:46:29,,
25.80,+,50.90,,2020/04/15 17:46:35,,
25.90,+,50.90,,2020/04/15 17:46:40,,
25.80,+,50.90,,2020/04/15 17:46:45,,
25.80,+,50.80,,2020/04/15 17:46:50,,
25.80,+,50.90,,2020/04/15 17:46:56,,
25.80,+,50.80,,2020/04/15 17:47:01,,
25.90,+,50.80,,2020/04/15 17:47:06,,
25.80,+,50.90,,2020/04/15 17:47:12,,
25.90,+,50.90,,2020/04/15 17:47:17,,
25.80,+,50.80,,2020/04/15 17:47:22,,
25.90,+,50.80,,2020/04/15 17:47:27,,
25.90,+,50.80,,2020/04/15 17:47:33,,
25.90,+,50.80,,2020/04/15 17:47:38,,
25.80,+,50.80,,2020/04/15 17:47:43,,
25.90,+,50.80,,2020/04/15 17:47:48,,
25.90,+,50.80,,2020/04/15 17:47:54,,
25.90,+,50.80,,2020/04/15 17:47:59,,
25.90,+,50.80,,2020/04/15 17:48:04,,
25.90,+,50.80,,2020/04/15 17:48:09,,
25.90,+,50.90,,2020/04/15 17:48:15,,
25.90,+,50.80,,2020/04/15 17:48:20,,
25.90,+,50.80,,2020/04/15 17:48:25,,
25.90,+,50.80,,2020/04/15 17:48:31,,
25.90,+,50.90,,2020/04/15 17:48:36,,
25.90,+,50.80,,2020/04/15 17:48:41,,
25.90,+,50.80,,2020/04/15 17:48:46,,
25.90,+,50.80,,2020/04/15 17:48:52,,
25.90,+,50.90,,2020/04/15 17:48:57,,
25.90,+,50.80,,2020/04/15 17:49:02,,
25.90,+,50.80,,2020/04/15 17:49:08,,
25.90,+,50.80,,2020/04/15 17:49:13,,
25.90,+,50.70,,2020/04/15 17:49:18,,
25.90,+,50.70,,2020/04/15 17:49:23,,
25.80,+,50.50,,2020/04/15 17:49:29,,
25.90,+,50.50,,2020/04/15 17:49:34,,
25.90,+,50.40,,2020/04/15 17:49:39,,
25.80,+,50.50,,2020/04/15 17:50:06,,
25.80,+,50.60,,2020/04/15 17:50:12,,
25.80,+,50.60,,2020/04/15 17:50:19,,
25.80,+,50.70,,2020/04/15 17:50:25,,
25.80,+,50.80,,2020/04/15 17:50:31,,
25.80,+,50.80,,2020/04/15 17:50:38,,
25.80,+,50.80,,2020/04/15 17:50:44,,
25.80,+,50.80,,2020/04/15 17:50:50,,
25.80,+,50.80,,2020/04/15 17:50:56,,
25.80,+,50.80,,2020/04/15 17:51:03,,
25.80,+,50.80,,2020/04/15 17:51:09,,
25.80,+,50.80,,2020/04/15 17:51:15,,
25.80,+,50.80,,2020/04/15 17:51:21,,
25.80,+,50.90,,2020/04/15 17:51:28,,
25.80,+,51.00,,2020/04/15 17:51:34,,
25.80,+,51.00,,2020/04/15 17:51:40,,
25.80,+,51.00,,2020/04/15 17:51:47,,
25.80,+,51.00,,2020/04/15 17:51:53,,
25.80,+,51.00,,2020/04/15 17:51:59,,
25.80,+,51.00,,2020/04/15 17:52:05,,
25.80,+,51.00,,2020/04/15 17:52:12,,
25.80,+,51.00,,2020/04/15 17:52:18,,
25.80,+,51.00,,2020/04/15 17:52:24,,
25.80,+,51.00,,2020/04/15 17:52:30,,
25.80,+,51.00,,2020/04/15 17:52:37,,
25.80,+,51.00,,2020/04/15 17:52:43,,
25.80,+,51.00,,2020/04/15 17:52:49,,
25.80,+,51.00,,2020/04/15 17:53:21,,
25.80,+,51.00,,2020/04/15 17:53:27,,
25.80,+,51.00,,2020/04/15 17:53:34,,
25.80,+,51.00,,2020/04/15 17:53:40,,
25.80,+,50.90,,2020/04/15 17:53:46,,
25.80,+,50.80,,2020/04/15 17:53:52,,
25.80,+,50.60,,2020/04/15 17:53:59,,
25.80,+,50.50,,2020/04/15 17:54:05,,
25.80,+,50.40,,2020/04/15 17:54:11,,
25.80,+,50.40,,2020/04/15 17:54:18,,
25.80,+,50.50,,2020/04/15 17:54:24,,
25.80,+,50.60,,2020/04/15 17:54:30,,
25.80,+,50.70,,2020/04/15 17:54:36,,
25.80,+,50.70,,2020/04/15 17:54:43,,
25.80,+,50.80,,2020/04/15 17:54:49,,
25.70,+,50.90,,2020/04/15 17:54:56,,
25.70,+,50.90,,2020/04/15 17:55:01,,
25.70,+,50.90,,2020/04/15 17:55:08,,
25.70,+,50.90,,2020/04/15 17:55:14,,
25.70,+,50.90,,2020/04/15 17:55:20,,
25.70,+,51.00,,2020/04/15 17:55:27,,
25.70,+,51.00,,2020/04/15 17:55:33,,
25.70,+,51.00,,2020/04/15 17:55:39,,
25.70,+,51.00,,2020/04/15 17:55:45,,
25.70,+,51.00,,2020/04/15 17:55:52,,
25.70,+,51.00,,2020/04/15 17:55:58,,
25.70,+,51.00,,2020/04/15 17:56:04,,
25.70,+,51.00,,2020/04/15 17:56:10,,
25.70,+,51.00,,2020/04/15 17:56:17,,
25.70,+,51.00,,2020/04/15 17:56:23,,
25.70,+,51.10,,2020/04/15 17:56:50,,
25.70,+,51.10,,2020/04/15 17:56:52,,
25.70,+,51.10,,2020/04/15 17:56:53,,
25.70,+,51.10,,2020/04/15 17:56:55,,
25.70,+,51.10,,2020/04/15 17:56:57,,
25.70,+,51.10,,2020/04/15 17:56:59,,
25.70,+,51.10,,2020/04/15 17:57:00,,
25.70,+,51.10,,2020/04/15 17:57:02,,
25.70,+,51.10,,2020/04/15 17:57:04,,
25.70,+,51.10,,2020/04/15 17:57:06,,
25.70,+,51.10,,2020/04/15 17:57:08,,
25.70,+,51.10,,2020/04/15 17:57:09,,
25.70,+,51.10,,2020/04/15 17:57:11,,
25.70,+,51.10,,2020/04/15 17:57:13,,
25.70,+,51.10,,2020/04/15 17:57:15,,
25.70,+,51.10,,2020/04/15 17:57:16,,
25.70,+,51.10,,2020/04/15 17:57:18,,
25.70,+,51.10,,2020/04/15 17:57:20,,
25.70,+,51.10,,2020/04/15 17:57:22,,
25.70,+,51.10,,2020/04/15 17:57:23,,
25.70,+,51.10,,2020/04/15 17:57:25,,
60,+,57.60,,2020/04/16 09:52:11,,
60,+,57.60,,2020/04/16 09:52:13,,
60,+,57.70,,2020/04/16 09:52:15,,
60,+,57.70,,2020/04/16 09:52:17,,
60,+,57.70,,2020/04/16 09:52:18,,
60,+,56.90,,2020/04/16 10:01:02,,
60,+,56.90,,2020/04/16 10:01:04,,
60,+,56.90,,2020/04/16 10:01:06,,
60,+,56.90,,2020/04/16 10:01:08,,
60,+,56.90,,2020/04/16 10:01:09,,
60,+,56.90,,2020/04/16 10:01:11,,
60,+,56.90,,2020/04/16 10:01:13,,
60,+,56.90,,2020/04/16 10:01:15,,
60,+,56.90,,2020/04/16 10:01:16,,
60,+,56.90,,2020/04/16 10:01:18,,
60,+,56.80,,2020/04/16 10:01:30,,
60,+,56.80,,2020/04/16 10:01:32,,
60,+,56.80,,2020/04/16 10:01:34,,
60,+,56.80,,2020/04/16 10:01:35,,
60,+,56.80,,2020/04/16 10:01:37,,
60,+,56.80,,2020/04/16 10:01:39,,
60,+,56.70,,2020/04/16 10:02:48,,
60,+,56.30,,2020/04/16 10:02:51,,
60,+,56.30,,2020/04/16 10:02:51,,
60,+,56.30,,2020/04/16 10:02:53,,
60,+,56.30,,2020/04/16 10:02:55,,
60,+,56.30,,2020/04/16 10:02:56,,
60,+,56.30,,2020/04/16 10:02:58,,
60,+,56.30,,2020/04/16 10:03:00,,
60,+,56.30,,2020/04/16 10:03:02,,
60,+,56.30,,2020/04/16 10:03:03,,
60,+,56.30,,2020/04/16 10:03:05,,
60,+,56.30,,2020/04/16 10:03:07,,
60,+,56.30,,2020/04/16 10:03:09,,
60,+,56.20,,2020/04/16 10:03:11,,
60,+,56.20,,2020/04/16 10:03:12,,
60,+,56.20,,2020/04/16 10:03:14,,
60,+,56.20,,2020/04/16 10:03:16,,
60,+,56.20,,2020/04/16 10:03:18,,
60,+,56.20,,2020/04/16 10:03:19,,
60,+,56.20,,2020/04/16 10:03:21,,
60,+,56.20,,2020/04/16 10:03:23,,
60,+,56.20,,2020/04/16 10:03:25,,
60,+,56.20,,2020/04/16 10:03:26,,
60,+,56.20,,2020/04/16 10:03:28,,
60,+,56.20,,2020/04/16 10:03:30,,
60,+,56.20,,2020/04/16 10:03:32,,
60,+,56.20,,2020/04/16 10:03:34,,
60,+,56.20,,2020/04/16 10:03:35,,
60,+,56.20,,2020/04/16 10:03:37,,
60,+,56.20,,2020/04/16 10:03:39,,
60,+,56.10,,2020/04/16 10:03:41,,
60,+,56.10,,2020/04/16 10:03:42,,
60,+,56.10,,2020/04/16 10:03:44,,
60,+,56.10,,2020/04/16 10:03:46,,
60,+,56.10,,2020/04/16 10:03:48,,
60,+,56.10,,2020/04/16 10:03:49,,
60,+,55.80,,2020/04/16 10:05:02,,
60,+,55.80,,2020/04/16 10:05:04,,
60,+,55.80,,2020/04/16 10:05:05,,
60,+,55.80,,2020/04/16 10:05:07,,
60,+,55.80,,2020/04/16 10:05:40,,
60,+,55.80,,2020/04/16 10:05:40,,
60,+,55.80,,2020/04/16 10:05:40,,
60,+,55.80,,2020/04/16 10:05:40,,
60,+,55.60,,2020/04/16 10:05:48,,
60,+,55.60,,2020/04/16 10:05:50,,
60,+,55.60,,2020/04/16 10:05:51,,
60,+,55.60,,2020/04/16 10:05:53,,
60,+,55.60,,2020/04/16 10:05:55,,
60,+,55.60,,2020/04/16 10:05:57,,
60,+,55.60,,2020/04/16 10:05:59,,
60,+,55.60,,2020/04/16 10:06:00,,
60,+,55.60,,2020/04/16 10:06:02,,
60,+,55.60,,2020/04/16 10:06:04,,
60,+,55.50,,2020/04/16 10:06:06,,
60,+,55.50,,2020/04/16 10:06:07,,
60,+,55.50,,2020/04/16 10:06:09,,
60,+,55.50,,2020/04/16 10:06:11,,
60,+,55.50,,2020/04/16 10:06:13,,
60,+,55.50,,2020/04/16 10:06:14,,
